"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6168-1.id.csv";"peptide.count.P6168-2.id.csv";"spectra.count.P6168-1.id.csv";"spectra.count.P6168-2.id.csv";"dNSAF.P6168-1.id.csv";"dNSAF.P6168-2.id.csv"
"P04075-1,P04075-2";"P04075-1,P04075-2";"P04075-[1,2]";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";8;10;0,0172192923755735;5;4;5;5;NA;NA
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";8;10;0,0218772161420899;4;6;4;6;0,0234011516264735;0,0248465597179041
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";7;9;0,0175187583299313;3;6;3;6;0,015615908247635;0,0221072650906196
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";7;8;0,00384528983110967;2;6;2;6;NA;NA
"P25705-1,P25705-2";"P25705-1,P25705-2";"P25705-[1,2]";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";7;12;0,0136010613194404;4;6;4;8;NA;NA
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";6;6;0,012391082223477;6;NA;6;NA;0,0331355680773541;NA
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";4;4;0,00624440590257412;NA;4;NA;4;NA;0,0118199076117551
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";4;4;0,00869022173269847;NA;4;NA;4;NA;0,0164495421355968
"P61604";"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";4;6;0,0737390873495149;1;4;1;5;0,0328648526518855;0,116316002600973
"P61769";"P61769";"P61769";"B2MG_HUMAN";"Beta-2-microglobulin";"B2M";4;10;0,10534155335645;3;3;4;6;0,112679494806465;0,119639316961
"P04406-1,P04406-2";"P04406-1,P04406-2";"P04406-[1,2]";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";3;3;0,00561297530570935;3;NA;3;NA;NA;NA
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";3;3;0,00149233867254971;NA;3;NA;3;NA;NA
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";3;4;0,00858605811603941;NA;3;NA;4;NA;0,0162523729661633
"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";3;3;0,0060364260912123;1;2;1;2;0,00538076239244354;0,00761748460051313
"P35613-1,P35613-2,P35613-3,P35613-4";"P35613-1,P35613-2,P35613-3,P35613-4";"P35613-[1-4]";"BASI_HUMAN";"Basigin";"BSG";3;14;0,0113960407721978;NA;3;NA;14;NA;NA
"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";3;3;0,0151031865655633;NA;3;NA;3;NA;0,0285885114826487
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";3;6;0,0730231738801022;2;2;3;3;0,0976373292376405;0,0691120326133934
