"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv"
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";68;149;0,00104058173797512;63;60;79;70;0,00111017038137049;0,000971672658254654
"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";57;90;0,000328745267048163;46;40;48;42;0,00035133139145906;0,000306400343448391
"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";58;127;0,00084819412680761;52;53;63;64;0,000843122750371277;0,000853678751544371
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";47;151;0,00422167173927459;43;47;71;80;0,00397763182231721;0,00446704635023527
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";42;128;0,00256595142393711;41;40;63;65;0,00253114511676266;0,00260194169481128
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";49;119;0,000602834861605261;47;45;61;58;0,000619212837859741;0,000586816544053667
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";35;66;0,000740778466391686;28;31;32;34;0,000719702665219926;0,00076216023955155
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";35;71;0,000871859513266679;32;29;36;35;0,000885827954803976;0,000858379158020516
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";33;161;0,00476834268418903;33;31;79;82;0,00468842953507797;0,0048504093594374
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";33;77;0,00123509755644134;31;29;42;35;0,00134995268348671;0,0011212476336336
"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-[1-3]";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";33;63;8,1477317291117e-05;29;24;35;28;9,0703267993252e-05;7,23231212549522e-05
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";32;111;0,00457058096213511;31;32;55;56;0,00452964928920625;0,00461287785203342
"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";31;63;0,00076696223636588;28;26;31;32;0,000756229898766777;0,000778047958276272
"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";30;58;0,00186419043815098;29;24;29;29;0,00186775109283637;0,00186158657441268
"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";30;63;0,00132648307381394;29;26;32;31;0,00135011219579718;0,00130360439163116
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";29;65;0,00117977163631462;24;28;30;35;0,00109110002989224;0,0012687486592346
"P13796";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";29;82;0,00252967910362911;28;25;44;38;0,00272047607453132;0,00234079209998322
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";29;61;0,000709043996598568;25;28;28;33;0,000652168921976686;0,000766090800013379
"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";28;82;0,00223368542675001;27;28;41;41;0,00223795182696196;0,00223056545983758
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";28;58;0,00179615429077321;28;25;32;26;0,00198574895951191;0,00160809592836252
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";27;62;0,00148193633276616;25;23;33;29;0,00158055828273827;0,00138439114266182
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";31;172;0,00699984779753243;31;30;88;84;0,00717631578413538;0,00682751077055743
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";26;60;0,00151871105067223;23;26;29;31;0,00147256173544193;0,00156563531162272
"Q14974";"Q14974";"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";26;64;0,00123985835470788;25;24;34;30;0,00131986567542901;0,00116074363638391
"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";25;52;0,00145382073140582;21;24;24;28;0,00134455160191004;0,00156346622258234
"P21333-1,P21333-2";"P21333-1,P21333-2";"P21333-[1,2]";"FLNA_HUMAN";"Filamin-A";"FLNA";25;45;0,000159595671997731;22;17;26;19;0,000181409938555771;0,000137818890411183
"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";25;52;0,00162517345112953;23;22;27;25;0,00169090363748494;0,00156048407837984
"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";25;50;0,00098323066222851;21;22;24;26;0,000945704313278559;0,00102113159761606
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";24;44;0,00146989113016303;20;22;21;23;0,00140575781410329;0,00153455792558156
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";24;64;0,00173990345397504;21;24;30;34;0,00164215017424484;0,00183872885069106
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";29;67;0,0014550359665026;29;27;33;34;0,00143743354231596;0,00147337058911664
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";24;50;0,00168025358713506;23;23;25;25;0,001683462917408;0,00167790664269357
"P35579-1";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";61;136;0,00159272142257192;55;55;69;67;0,00161418002105792;0,00157312812074121
"P53396-1,P53396-2";"P53396-1,P53396-2";"P53396-[1,2]";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";24;46;0,000354516719610785;22;20;23;23;0,000355193856234221;0,000354021537781759
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";24;49;0,000913799450849604;19;21;22;27;0,000822121890655069;0,00100563767354404
"Q99798";"Q99798";"Q99798";"ACON_HUMAN";"Aconitate hydratase, mitochondrial";"ACO2";24;47;0,00102258509976027;21;18;25;22;0,0010899343247321;0,000955976553862849
"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"O60610-[1-3]";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";23;47;0,000209018966932131;19;21;23;24;0,000204962492512514;0,00021316801372585
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";23;97;0,00311180423311194;23;22;47;50;0,0030213226725655;0,00320356466752458
"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";23;48;0,00121038178163904;20;20;22;26;0,00111163584026168;0,00130941540674987
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";23;54;0,00129745125350564;22;21;27;27;0,00130077407935241;0,00129482719578587
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";23;76;0,00233230136254045;23;23;35;41;0,00215227537542035;0,00251291551804487
"P34932";"P34932";"P34932";"HSP74_HUMAN";"Heat shock 70 kDa protein 4";"HSPA4";23;44;0,000971645523917499;20;16;25;19;0,00115670873122742;0,000788547636080562
"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";23;52;0,00175012180276154;18;19;25;27;0,00167174415639092;0,00182963917895918
"P49588";"P49588";"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";23;49;0,000859047004414401;23;17;29;20;0,00101877332336529;0,000700283350876242
"P78371-1,P78371-2";"P78371-1,P78371-2";"P78371-[1,2]";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";23;53;0,000840597892704109;21;22;26;27;0,000826312826376336;0,000855261946658947
"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";23;47;0,000971518121574923;17;21;21;26;0,000869823349043205;0,00107336975486317
"Q6P2Q9";"Q6P2Q9";"Q6P2Q9";"PRP8_HUMAN";"Pre-mRNA-processing-splicing factor 8";"PRPF8";23;37;0,000268912533410009;21;16;21;16;0,000305835104738532;0,00023224814857326
"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";23;49;0,00119365680187819;21;21;25;24;0,00122034359080872;0,00116766320918883
