"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838-1.id.csv";"peptide.count.P5838-2.id.csv";"spectra.count.P5838-1.id.csv";"spectra.count.P5838-2.id.csv";"dNSAF.P5838-1.id.csv";"dNSAF.P5838-2.id.csv"
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";65;153;0,00112159598746448;58;61;74;79;0,00108390742196535;0,00115934414003147
"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";52;92;0,000364502365174827;45;40;50;42;0,000395820225558019;0,000333121050627461
"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";58;115;0,000833076539060531;53;51;59;56;0,000853993430213388;0,000812110928094022
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";50;198;0,00600438080623245;47;47;95;103;0,00575628246967193;0,00625288622127417
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";40;102;0,00224080760303952;38;39;48;54;0,00209189420689037;0,00239056144351227
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";35;80;0,00139186158346531;33;32;40;40;0,00139053366196035;0,00139317706473596
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";45;107;0,000587936874693188;39;42;52;55;0,000570907462286645;0,000604992338783475
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";33;148;0,00475443399182663;32;32;72;76;0,00462152234875616;0,00488754718242973
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";31;65;0,000791322098998922;27;27;33;32;0,000802729700292386;0,000779884303963306
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";36;81;0,00190047223577824;32;35;41;40;0,00192158551094348;0,00187929779348568
