"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6169-1.id.csv";"peptide.count.P6169-2.id.csv";"spectra.count.P6169-1.id.csv";"spectra.count.P6169-2.id.csv";"dNSAF.P6169-1.id.csv";"dNSAF.P6169-2.id.csv";"Go.Cc"
"1";"O60814";"O60814,P06899,P23527,P33778,P57053,P58876,P62807,Q16778,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879";"H2B1B_HUMAN, H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN, H2B2F_HUMAN, H2BFS_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-J, Histone H2B type 1-K, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 1-O, Histone H2B type 2-E, Histone H2B type 2-F, Histone H2B type F-S";"H2BFS, HIST1H2BB, HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BJ, HIST1H2BK, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST2H2BE, HIST2H2BF";6;45;0,056602781198922;6;6;23;22;0,0870935869623835;0,0697309206678684;"nucleosome, nucleoplasm"
"2";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";4;7;0,078321190806892;3;4;3;4;0,0826792544725093;0,0962859836071388;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface"
"3";"P04075";"P04075-1,P04075-2";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";4;6;0,0169808343596766;2;4;2;4;NA;NA;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band"
"4";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;3;0,00959786289894765;3;NA;3;NA;0,024448766850499;NA;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament"
"5";"P04406";"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";4;10;0,0307513617259815;4;3;5;5;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane"
"6";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";1;1;0,00267924738054715;NA;1;NA;1;NA;0,00571267620556009;"integrin complex, extracellular vesicular exosome, receptor complex, plasma membrane"
"7";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";2;2;0,0138277935277903;NA;2;NA;2;NA;0,029483543638092;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex"
"8";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";1;1;0,00389478494450049;1;NA;1;NA;0,00992123872194161;NA;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane"
"9";"P06748";"P06748-1,P06748-2,P06748-3";"NPM_HUMAN";"Nucleophosmin";"NPM1";1;5;0,0116799389775553;1;NA;5;NA;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
"10";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";6;7;0,0324828573186607;4;3;4;3;0,047282299855019;0,0296827567707818;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton"
