"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6169-1.id.csv";"peptide.count.P6169-2.id.csv";"spectra.count.P6169-1.id.csv";"spectra.count.P6169-2.id.csv";"dNSAF.P6169-1.id.csv";"dNSAF.P6169-2.id.csv"
"P25705-1,P25705-2";"P25705-1,P25705-2";"P25705-[1,2]";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";6;10;0,0186287634325566;6;4;6;4;NA;NA
"P04075-1,P04075-2";"P04075-1,P04075-2";"P04075-[1,2]";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";4;6;0,0169808343596766;2;4;2;4;NA;NA
"P04406-1,P04406-2";"P04406-1,P04406-2";"P04406-[1,2]";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";4;10;0,0307513617259815;4;3;5;5;NA;NA
"P35613-1,P35613-2,P35613-3,P35613-4";"P35613-1,P35613-2,P35613-3,P35613-4";"P35613-[1-4]";"BASI_HUMAN";"Basigin";"BSG";4;34;0,0454880532544064;4;3;18;16;NA;NA
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;3;0,00959786289894765;3;NA;3;NA;0,024448766850499;NA
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";3;5;0,00395004071250146;3;2;3;2;NA;NA
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";3;4;0,0143828358508954;2;2;2;2;0,0183187968024681;0,0153335008798454
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";3;5;0,10001656483693;3;2;3;2;0,152864134482731;0,0853019029529264
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";3;3;0,0310604206378004;NA;3;NA;3;NA;0,0662268543026489
"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";2;2;0,0138277935277903;NA;2;NA;2;NA;0,029483543638092
