"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5824.1.id.csv";"peptide.count.P5824.2.id.csv";"spectra.count.P5824.1.id.csv";"spectra.count.P5824.2.id.csv";"dNSAF.P5824.1.id.csv";"dNSAF.P5824.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A8MYZ6";"A8MYZ6";"A8MYZ6";"FOXO6_HUMAN";"Forkhead box protein O6";"FOXO6";2;2;0,000182875666733252;NA;2;NA;2;NA;0,000447724558109165;"nucleus, cytoplasm";0,000250031253906738
"3";3;"O00115";"O00115";"O00115";"DNS2A_HUMAN";"Deoxyribonuclease-2-alpha";"DNASE2";2;2;0,000249930077868778;NA;2;NA;2;NA;0,000611890229415858;"lysosome";0,000250031253906738
"5";5;"O00148";"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";3;4;0,000421427765961405;3;1;3;1;0,000790090414010165;0,000257939675163594;"nucleus, cytoplasm";0,000500062507813477
"8";8;"O00231";"O00231-1,O00231-2";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";3;6;0,000319815739452938;3;2;4;2;NA;NA;"proteasome complex, proteasome accessory complex, nucleoplasm, cytosol";0,000750093761720215
"16";16;"O00754";"O00754";"O00754";"MA2B1_HUMAN";"Lysosomal alpha-mannosidase";"MAN2B1";2;4;0,000177991746850168;2;NA;4;NA;0,000444930572742948;NA;"lysosome";0,000500062507813477
"17";17;"O14802";"O14802";"O14802";"RPC1_HUMAN";"DNA-directed RNA polymerase III subunit RPC1";"POLR3A";2;3;9,70951381648488e-05;2;NA;3;NA;0,000242711227900964;NA;"nucleoplasm, cytosol, DNA-directed RNA polymerase III complex";0,000375046880860108
"20";20;"O14979";"O14979-1,O14979-2,O14979-3";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRPDL";4;7;0,000335870946749971;4;3;4;3;NA;NA;"nucleus, spliceosomal complex, cytoplasm";0,000875109388673584
"26";26;"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";2;2;0,000164789062331062;NA;2;NA;2;NA;0,000403444107307159;"nucleus, cytoplasm";0,000250031253906738
"27";27;"O15382";"O15382-1";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";9;17;0,00195098479152668;7;7;9;8;NA;NA;"mitochondrial matrix, mitochondrion";0,00212526565820728
"33";33;"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";3;4;0,000177675410807188;1;3;1;3;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm";0,000500062507813477
"34";34;"O43399";"O43399-2,O43399-3,O43399-4";"O43399-2,O43399-3,O43399-4";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;2;0,000640597481139391;1;1;1;1;NA;NA;"cytoplasm, perinuclear region of cytoplasm";0,000250031253906738
"35";35;"O43399";"O43399-1,O43399-5";"O43399-1,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;3;0,00144134433256363;1;1;1;2;NA;NA;"cytoplasm, perinuclear region of cytoplasm";0,000375046880860108
"41";41;"O60264";"O60264,P28370-1,P28370-2";"O60264,P28370-1,P28370-2";"SMCA1_HUMAN, SMCA5_HUMAN";"Probable global transcription activator SNF2L1, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5";"SMARCA1, SMARCA5";2;3;4,27095702687151e-05;NA;2;NA;3;NA;0,00031408814057468;"NURF complex, RSF complex, condensed chromosome, nucleus, chromatin silencing complex, nucleoplasm";0,000375046880860108
"42";42;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";2;4;9,02636717824638e-05;2;2;2;2;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex";0,000500062507813477
"45";45;"O60814";"O60814";"O60814";"H2B1K_HUMAN";"Histone H2B type 1-K";"HIST1H2BK";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm";0
"46";46;"O75208";"O75208-1";"O75208-1";"COQ9_HUMAN";"Ubiquinone biosynthesis protein COQ9, mitochondrial";"COQ9";2;2;0,000282939710794842;NA;2;NA;2;NA;NA;"mitochondrion";0,000250031253906738
"49";49;"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";6;9;0,000362801725938548;6;3;6;3;NA;NA;"sex chromatin, condensed chromosome, nucleosome, Barr body";0,00112514064258032
"57";57;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";2;4;0,00202190624792719;2;2;2;2;0,00252710566878158;0,00247506160213156;"chromosome, cytosol, nucleoplasm";0,000500062507813477
"58";58;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";3;4;8,42460936636329e-05;2;2;2;2;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus";0,000500062507813477
"62";62;"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";2;2;0,000134692856336467;NA;2;NA;2;NA;0,0003297612014816;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex";0,000250031253906738
"64";64;"O94925";"O94925-1,O94925-3";"O94925-1,O94925-3";"GLSK_HUMAN";"Glutaminase kidney isoform, mitochondrial";"GLS";6;13;0,000437097445600104;5;5;7;6;NA;NA;"mitochondrion, mitochondrial matrix, cytosol";0,0016252031503938
"68";68;"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";1;1;4,33404759310019e-05;1;NA;1;NA;0,000108339308536397;NA;"cytoplasm, nuclear pore";0,000125015626953369
"69";69;"O95571";"O95571";"O95571";"ETHE1_HUMAN";"Protein ETHE1, mitochondrial";"ETHE1";2;3;0,000531347409642283;1;2;1;2;0,000442740953782599;0,000867245994447673;"nucleus, cytoplasm, mitochondrial matrix, mitochondrion";0,000375046880860108
"74";74;"O95881";"O95881";"O95881";"TXD12_HUMAN";"Thioredoxin domain-containing protein 12";"TXNDC12";3;7;0,0018308831285736;3;2;4;3;0,00261526051769256;0,00192105072025909;"endoplasmic reticulum lumen";0,000875109388673584
"77";77;"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";15;33;0,00266054599021602;15;14;18;15;0,0036276194277671;0,00296075917459286;"cytoplasm, mitochondrion, mitochondrial matrix";0,00412551568946118
"96";96;"P04181";"P04181-1";"P04181-1";"OAT_HUMAN";"Ornithine aminotransferase, mitochondrial";"OAT";4;8;0,000819816200754077;4;4;4;4;NA;NA;"mitochondrion, mitochondrial matrix";0,00100012501562695
"107";107;"P05166";"P05166-1,P05166-2";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";6;8;0,000333858360047347;4;4;4;4;NA;NA;"cytosol, mitochondrial matrix, mitochondrion";0,00100012501562695
