"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6285-1.id.csv";"peptide.count.P6285-2.id.csv";"spectra.count.P6285-1.id.csv";"spectra.count.P6285-2.id.csv";"dNSAF.P6285-1.id.csv";"dNSAF.P6285-2.id.csv"
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";32;78;0,0153675845577233;24;29;39;39;0,0190321012608714;0,0219662800340376
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";23;42;0,003247596504796;21;21;21;21;NA;NA
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";26;60;0,0162435453819875;24;22;34;26;0,0227992004405274;0,0201225874652335
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";22;42;0,00578324633721194;21;15;25;17;0,0084609648662013;0,00677067157584913
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";22;48;0,0114400330882235;20;20;25;23;0,0154146299409487;0,0149230138781298
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";24;45;0,00649297318969809;19;21;23;22;0,0082094282364195;0,00908767714556513
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";19;40;0,00698999245908914;18;13;23;17;0,0100524555231302;0,00838914505651847
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";18;33;0,00548668208152996;17;14;18;15;0,00741275225273318;0,00712964679931094
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";16;27;0,00116875049498848;12;14;13;14;NA;NA
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";16;46;0,0504180724138002;15;13;24;22;0,0651554534576807;0,0689337630343734
"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"P61978-[1-3]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";15;29;0,00235700977087084;15;9;18;11;NA;NA
"P04406-1,P04406-2";"P04406-1,P04406-2";"P04406-[1,2]";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";14;38;0,0064028661722133;14;11;21;17;NA;NA
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";14;22;0,00234748401597911;12;8;12;10;0,00317155562672075;0,00305042859277387
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";14;33;0,0187208901173811;13;10;18;15;0,0252927576864615;0,0243267848076991
"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";14;22;0,00110491573518733;10;10;12;10;0,00142212581185444;0,00152413386123011
"P04075-1,P04075-2";"P04075-1,P04075-2";"P04075-[1,2]";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";13;29;0,00449709693920273;11;12;15;14;NA;NA
"P78371-1,P78371-2";"P78371-1,P78371-2";"P78371-[1,2]";"TCPB_HUMAN";"T-complex protein 1 subunit beta";"CCT2";12;19;0,00200463567073968;10;8;11;8;NA;NA
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";12;25;0,00285029028182387;11;11;12;13;NA;NA
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";11;18;0,00286206693984034;10;7;11;7;0,00433222586664039;0,00318189776874412
"P22626-1,P22626-2";"P22626-1,P22626-2";"P22626-[1,2]";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";11;24;0,00415099261707009;8;10;11;13;NA;NA
"P25705-1,P25705-2";"P25705-1,P25705-2";"P25705-[1,2]";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";11;18;0,00183731241165158;9;8;10;8;NA;NA
"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";11;18;0,0102113946094806;7;11;7;11;0,00983607243362391;0,0178396421923127
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";11;21;0,00375117950712197;11;9;12;9;0,00544548174792365;0,00445664458157158
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";10;15;0,00335324674469743;7;8;7;8;0,00387599685998249;0,00511263913054218
"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";10;19;0,00395020288709292;10;9;10;9;0,00514964065848765;0,00534920461517362
"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"Q01518-[1,2]";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";10;21;0,00249552152473798;9;9;11;10;NA;NA
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";9;20;0,000895973336546139;8;9;10;10;NA;NA
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";16;31;0,00727403258799785;14;11;17;14;0,00964400887581593;0,00963352127454879
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";9;15;0,00501002842033196;8;6;8;7;0,00661835473978413;0,00668386809410748
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";9;17;0,000764307003935416;8;6;10;7;0,00111360210177571;0,000899700285069027
"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";9;16;0,00199809983017369;7;8;8;8;0,00247456183854761;0,0028560650010219
"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";8;18;0,00705748003488774;7;8;9;9;0,00869402138347392;0,0101458716278817
