"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832.1.id.csv";"peptide.count.P5832.2.id.csv";"spectra.count.P5832.1.id.csv";"spectra.count.P5832.2.id.csv";"dNSAF.P5832.1.id.csv";"dNSAF.P5832.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"B0I1T2";"B0I1T2-1";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";3;3;0,000156609282948957;3;NA;3;NA;NA;NA;"plasma membrane, myosin complex, extracellular vesicular exosome";0,000456065673456978
"6";6;"O00182";"O00182-1,O00182-2";"O00182-1,O00182-2";"LEG9_HUMAN";"Galectin-9";"LGALS9";4;6;0,000449093662090249;3;3;3;3;NA;NA;"cytoplasm, extracellular region";0,000912131346913956
"7";7;"O00232";"O00232-1";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";3;4;0,00046616447380713;1;3;1;3;NA;NA;"proteasome regulatory particle, proteasome accessory complex, extracellular vesicular exosome, nucleoplasm, cytosol";0,000608087564609304
"13";13;"O00560";"O00560-1,O00560-2,O00560-3";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";1;1;5,9443791961983e-05;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, endoplasmic reticulum membrane, melanosome, plasma membrane, blood microparticle, membrane, cytoskeleton, cytoplasm, interleukin-5 receptor complex, cytosol, focal adhesion, adherens junction, nucleus";0,000152021891152326
"15";15;"O00571";"O00571-1,O00571-2";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";9;14;0,000561932401960861;5;7;6;8;NA;NA;"mitochondrial outer membrane, extracellular vesicular exosome, cytoplasm, nuclear speck, cytoplasmic stress granule, nucleus";0,00212830647613256
"16";16;"O00592";"O00592-1,O00592-2";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";4;7;0,000333332661378217;3;4;3;4;NA;NA;"cytoplasm, filopodium, membrane raft, integral component of plasma membrane, ruffle, cell body, plasma membrane, microvillus membrane, lamellipodium, slit diaphragm, apical plasma membrane, extracellular vesicular exosome";0,00106415323806628
"17";17;"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";9;20;0,0014209291447597;7;8;10;10;0,00167252690612608;0,00183210307163733;"cell surface, cytoplasm, Golgi-associated vesicle, nucleus, extracellular vesicular exosome, plasma membrane, Golgi apparatus, postsynaptic density, integral component of membrane";0,00304043782304652
"18";18;"O14773";"O14773-1,O14773-2";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";2;4;0,000188784191879264;2;2;2;2;NA;NA;"lysosome, lysosomal lumen, extracellular vesicular exosome, mitochondrion, melanosome";0,000608087564609304
"19";19;"O14818";"O14818-1";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";7;12;0,00257142338777482;5;6;5;7;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, proteasome core complex, nucleoplasm, cytosol";0,00182426269382791
"20";20;"O14828";"O14828-1,O14828-2";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";4;6;0,000459447406461206;2;4;2;4;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane";0,000912131346913956
"21";21;"O14950";"O14950,P19105";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";4;6;0,000929610787417134;3;3;3;3;0,00109421293800202;0,00119861203870384;"stress fiber, cytosol, Z disc, myosin II complex, extracellular vesicular exosome, apical part of cell";0,000912131346913956
"24";24;"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";18;26;0,000751747279850018;15;11;15;11;0,00102098758904976;0,000820160178097493;"extracellular vesicular exosome, intracellular, integral component of plasma membrane";0,00395256916996047
"26";26;"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";3;8;0,0012922249243529;3;3;3;5;0,00114077519068296;0,00208269467718043;"nucleus, Golgi apparatus, recycling endosome membrane, extracellular vesicular exosome, trans-Golgi network membrane, integral component of membrane, transport vesicle, intracellular membrane-bounded organelle";0,00121617512921861
"27";27;"O15143";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";5;7;0,00099999798413465;4;3;4;3;0,00134521518901324;0,0011051718528909;"Arp2/3 protein complex, actin cytoskeleton, cytoplasm, extracellular vesicular exosome";0,00106415323806628
