"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832.1.id.csv";"peptide.count.P5832.2.id.csv";"spectra.count.P5832.1.id.csv";"spectra.count.P5832.2.id.csv";"dNSAF.P5832.1.id.csv";"dNSAF.P5832.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A1L0T0";"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";1;1;8,40866297690077e-05;1;NA;1;NA;0,000197950969269353;NA;"integral component of membrane";0,000152021891152326
"4";4;"O00116";"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";1;2;0,000161528115544112;1;1;1;1;0,00019012919844716;0,000208269467718043;"intracellular membrane-bounded organelle, peroxisomal membrane, peroxisomal matrix, mitochondrion, nucleolus, peroxisome";0,000304043782304652
"8";8;"O00264";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";1;1;0,000272526923148784;1;NA;1;NA;0,000641564167067852;NA;"endoplasmic reticulum, integral component of membrane, nucleolus, endoplasmic reticulum membrane";0,000152021891152326
"10";10;"O00410";"O00410-1,O00410-2,O00410-3,O60518";"O00410-1,O00410-2,O00410-3,O60518";"IPO5_HUMAN, RNBP6_HUMAN";"Importin-5, Ran-binding protein 6";"IPO5, RANBP6";1;1;1,20888876283014e-05;1;NA;1;NA;0,00011321720595315;NA;"cytoplasm, nuclear membrane, nuclear pore, nucleus, Golgi apparatus, intracellular membrane-bounded organelle";0,000152021891152326
"12";12;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;6;0,00393650000103799;4;2;4;2;0,00617802531250524;0,00338373604341906;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial respiratory chain complex IV, mitochondrial inner membrane";0,000912131346913956
"23";23;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";3;4;0,000198478991648974;1;3;1;3;0,000116811402967536;0,000383869215009726;"intracellular membrane-bounded organelle, ribonucleoprotein complex, nucleus, cytosol, nucleoplasm, kinetochore, annulate lamellae, Cajal body, cytoplasm, nucleolus, nuclear envelope, nuclear membrane";0,000608087564609304
"25";25;"O15126";"O15126-1";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;2;0,000314454142094751;1;1;1;1;NA;NA;"recycling endosome membrane, integral component of membrane, Golgi apparatus, trans-Golgi network";0,000304043782304652
"30";30;"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";1;1;0,000238308296026963;1;NA;1;NA;0,000561009025014489;NA;"integral component of membrane";0,000152021891152326
"31";31;"O15269";"O15269-1";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";1;1;0,000112352537027511;1;NA;1;NA;NA;NA;"integral component of membrane, endoplasmic reticulum membrane, serine C-palmitoyltransferase complex, SPOTS complex";0,000152021891152326
"32";32;"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";3;4;0,000378240213622867;2;2;2;2;0,000445213567894061;0,000487691493802392;"endoplasmic reticulum membrane, serine C-palmitoyltransferase complex, mitochondrion, integral component of membrane";0,000608087564609304
"40";40;"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";2;2;0,000727982876904285;2;NA;2;NA;0,00171376729559221;NA;"integral component of membrane, mitochondrial outer membrane";0,000304043782304652
"63";63;"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;3;0,000741526744381575;2;1;2;1;0,00116376755886727;0,00063740144073708;"melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, integral component of membrane";0,000456065673456978
"68";68;"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";10;12;0,000489043711785394;8;4;8;4;0,000767515414590375;0,000420372115823534;"intracellular membrane-bounded organelle, nuclear speck, spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex";0,00182426269382791
"73";73;"O75947";"O75947-1,O75947-2";"O75947-1,O75947-2";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";4;4;0,00066015838526724;NA;4;NA;4;NA;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane";0,000608087564609304
"74";74;"O75964";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";4;5;0,0025797451463113;2;3;2;3;0,00242922354520837;0,00399149445898462;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,00076010945576163
"78";78;"O95202";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;2;0,000143823410051456;1;1;1;1;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of membrane";0,000304043782304652
"81";81;"O95831";"O95831-1,O95831-3";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";17;34;0,00147377936417328;15;13;16;18;NA;NA;"perinuclear region of cytoplasm, nucleus, mitochondrial intermembrane space, cytosol, mitochondrion, mitochondrial inner membrane";0,00516874429917908
"85";85;"P00387";"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";3;3;0,000176553986757518;NA;3;NA;3;NA;NA;"cytoplasm, membrane, mitochondrial outer membrane, endoplasmic reticulum membrane, lipid particle, hemoglobin complex, mitochondrial inner membrane, mitochondrion, endoplasmic reticulum";0,000456065673456978
"89";89;"P00846";"P00846";"P00846";"ATP6_HUMAN";"ATP synthase subunit a";"MT-ATP6";2;4;0,000940579646265714;2;2;2;2;0,00110712400511709;0,0012127549536148;"mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, integral component of membrane, proton-transporting ATP synthase complex, coupling factor F(o)";0,000608087564609304
"101";101;"P03928";"P03928";"P03928";"ATP8_HUMAN";"ATP synthase protein 8";"MT-ATP8";2;2;0,00156302205923567;2;NA;2;NA;0,00367955919347739;NA;"mitochondrial proton-transporting ATP synthase complex, integral component of membrane, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,000304043782304652
"105";105;"P04179";"P04179-1";"P04179-1";"SODM_HUMAN";"Superoxide dismutase [Mn], mitochondrial";"SOD2";5;8;0,00191505405455902;4;4;4;4;NA;NA;"mitochondrial nucleoid, mitochondrial matrix, mitochondrion, mitochondrial inner membrane";0,00121617512921861
"113";113;"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";10;15;0,00131324752917659;8;7;8;7;0,00164883047879053;0,00158037754251945;"oligosaccharyltransferase complex, rough endoplasmic reticulum, integral component of membrane, melanosome, endoplasmic reticulum membrane";0,00228032836728489
"114";114;"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";5;6;0,000252659667261551;4;2;4;2;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane";0,000912131346913956
"148";148;"P07919";"P07919";"P07919";"QCR6_HUMAN";"Cytochrome b-c1 complex subunit 6, mitochondrial";"UQCRH";2;3;0,00175195879167075;2;1;2;1;0,00274956071600508;0,00150594845888431;"mitochondrial respiratory chain complex III, mitochondrion, mitochondrial respiratory chain, mitochondrial inner membrane";0,000456065673456978
"154";154;"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";4;6;0,000981096923335622;3;3;3;3;0,00115481550072213;0,00126499670546282;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane";0,000912131346913956
"180";180;"P10620";"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";1;1;0,000342856451703309;NA;1;NA;1;NA;0,000884137482312723;"peroxisomal membrane, nucleus, mitochondrial outer membrane, mitochondrion, endoplasmic reticulum membrane, apical part of cell, integral component of membrane, endoplasmic reticulum, mitochondrial inner membrane";0,000152021891152326
"191";191;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";2;2;0,00124831963120164;0;2;0;2;NA;0,00229935083487369;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane";0,000304043782304652
