"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832-1.id.csv";"peptide.count.P5832-2.id.csv";"spectra.count.P5832-1.id.csv";"spectra.count.P5832-2.id.csv";"dNSAF.P5832-1.id.csv";"dNSAF.P5832-2.id.csv"
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";59;162;0,0141830733151072;53;50;84;78;0,0173127200273005;0,0176099211880738
"P78527-1,P78527-2";"P78527-1,P78527-2";"P78527-[1,2]";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";55;86;0,000553570312645967;45;38;46;40;NA;NA
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";41;115;0,00234333445230501;37;37;57;58;NA;NA
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";31;87;0,00806879450474541;31;27;47;40;0,0102616676983889;0,00956658357825285
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";28;55;0,00115986160744869;25;20;31;24;NA;NA
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";27;40;0,00084655914000817;20;18;21;19;0,00104627848034363;0,00103695136814455
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";31;55;0,00373697876810867;27;26;27;28;0,00420651972554451;0,00503002775543976
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";26;54;0,0051893462943159;22;23;26;28;0,00588197165828935;0,00693880049409985
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";33;58;0,000920083433078431;28;22;30;28;NA;NA
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";26;40;0,00153814037667186;17;18;20;20;0,00181049222255038;0,00198323168970292
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";24;46;0,0040140665035215;20;19;23;23;0,0047248198510662;0,00517561596788975
"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";23;41;0,00286691151391385;17;18;21;20;0,00345684903176691;0,0036063502568019
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";23;51;0,00512340312044358;20;20;26;25;0,00614882859552743;0,00647643240824537
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";23;40;0,00290397541060179;19;19;20;20;0,00341816974257462;0,00374429808083257
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";23;47;0,00291108304272565;20;17;24;23;0,00349944091127919;0,00367360154364203
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";21;40;0,00299395774726833;18;18;19;21;0,00334788061829069;0,00405333451398298
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";21;38;0,00448701173295225;15;16;20;18;0,00585413403745622;0,0051751438693795
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";22;32;0,0018687560444488;14;16;15;17;0,00206217053700381;0,00256011238010332
"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";20;53;0,00904931257223156;18;19;26;27;0,0104767744523642;0,0118593441137139
"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";19;32;0,00322688425132526;16;12;18;14;0,00427303648274793;0,00364056610364062
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";19;40;0,00339813932242366;16;18;18;22;0,00361132097252364;0,00480620934398134
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";19;44;0,00691799112608451;19;17;22;22;0,00814292981278427;0,0089198485641609
"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";18;26;0,000751747279850018;15;11;15;11;0,00102098758904976;0,000820160178097493
"Q08211-1";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";20;31;0,00129718523656252;15;16;15;16;NA;NA
"Q14974";"Q14974";"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";18;33;0,00200195291148679;13;16;16;17;0,00228502306078961;0,00265947747248176
"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";17;30;0,00154484738412828;16;12;18;12;0,00218206417287612;0,0015935036018427
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;52;0,00824902388277214;16;16;28;24;0,0104565383647477;0,0098178848782189
"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";17;27;0,00186587028657782;14;12;14;13;0,00227759450727599;0,00231669314286104
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";16;27;0,00153460347634048;12;14;12;15;0,00160562582988104;0,00219852368596479
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";17;36;0,00377848092814329;15;12;20;16;0,00485114022826365;0,0044309287301037
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";16;27;0,00211318740851008;13;9;16;11;0,00294798262334565;0,00222010958371604
"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";15;26;0,00136263461574392;9;14;10;16;0,00123377724436125;0,00216238753070567
"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";15;28;0,00348477049272215;13;13;15;13;0,00439478966902451;0,00417221786149915
"P53396-1,P53396-2";"P53396-1,P53396-2";"P53396-[1,2]";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";15;20;0,000482677111843895;7;13;7;13;NA;NA
"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";15;29;0,00295237500077849;12;12;14;15;0,00335530685075716;0,00393796867122046
"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";14;28;0,00346045814044735;13;11;15;13;0,00436412834575225;0,00414310936479102
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";17;31;0,00395066007298417;17;12;19;12;0,00570022839085466;0,00394363481319344
"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";14;24;0,00229393165528113;12;10;14;10;0,00315012621599863;0,0024647717582459
