"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157-1.id.csv";"peptide.count.P6157-2.id.csv";"spectra.count.P6157-1.id.csv";"spectra.count.P6157-2.id.csv";"dNSAF.P6157-1.id.csv";"dNSAF.P6157-2.id.csv";"Go.Cc"
"1";"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";2;2;0,000222278423711166;2;NA;2;NA;0,00056078673895711;NA;"integral component of membrane"
"2";"A6NKZ8";"A6NKZ8";"YI016_HUMAN";"Putative tubulin beta chain-like protein ENSP00000290377";"";1;1;0,000409103837188831;0;1;0;1;0;0,0010943997987691;"cytoplasm, microtubule"
"3";"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";2;2;0,000924210288062218;NA;2;NA;2;NA;0,0025919995234005;"spliceosomal complex"
"4";"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";4;6;0,000413988105458125;4;2;4;2;NA;NA;"myosin complex, extracellular vesicular exosome, plasma membrane"
"5";"E9PAV3";"E9PAV3-1,E9PAV3-2,Q13765-1";"NACA_HUMAN, NACAM_HUMAN";"Nascent polypeptide-associated complex subunit alpha, Nascent polypeptide-associated complex subunit alpha, muscle-specific form";"NACA";1;1;1,60695451596268e-05;NA;1;NA;1;NA;NA;"cytoplasm, nucleus"
"6";"O00148";"O00148-1";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";2;4;0,0013159715577092;2;2;2;2;NA;NA;"nucleus, cytoplasm"
"7";"O00182";"O00182-1,O00182-2";"LEG9_HUMAN";"Galectin-9";"LGALS9";6;8;0,000791436415692717;6;2;6;2;NA;NA;"extracellular region, cytoplasm"
"8";"O00232";"O00232-1,O00232-2";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";1;2;0,00015403504801037;1;1;1;1;NA;NA;"cytosol, proteasome accessory complex, proteasome regulatory particle, nucleoplasm, extracellular vesicular exosome"
"9";"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";3;3;0,000590251948678391;3;NA;3;NA;0,00148914797907938;NA;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex"
"10";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";3;6;0,0052029616216836;3;3;3;3;0,00656328183372025;0,00729599865846066;"mitochondrial respiratory chain complex IV, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"11";"O00560";"O00560-1,O00560-2";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";5;9;0,00106067086750765;4;4;4;5;NA;NA;"focal adhesion, extracellular vesicular exosome, melanosome, nucleus, cytosol, interleukin-5 receptor complex, cytoskeleton, cytoplasm, blood microparticle, adherens junction, membrane, plasma membrane, endoplasmic reticulum membrane"
"12";"O00571";"O00571-1";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";14;19;0,00201595114193632;11;6;13;6;NA;NA;"nuclear speck, cytoplasmic stress granule, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasm"
"13";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";12;18;0,00169026694394267;9;7;10;8;0,00236909905762629;0,00210686592276404;"Golgi apparatus, nucleus, plasma membrane, integral component of membrane, cell surface, extracellular vesicular exosome, postsynaptic density, cytoplasm, Golgi-associated vesicle"
"14";"O14773";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";3;4;0,000249520361963512;3;1;3;1;NA;NA;"mitochondrion, lysosomal lumen, melanosome, lysosome, extracellular vesicular exosome"
"15";"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";3;5;0,000506051742743001;3;2;3;2;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"16";"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";1;1;0,000204781288316993;NA;1;NA;1;NA;0,000574320594106233;"cytosol, apical part of cell, stress fiber, myosin II complex, Z disc, extracellular vesicular exosome"
"17";"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";3;5;0,000315086185164069;2;3;2;3;NA;NA;"spliceosomal complex, cytoplasm, nucleus"
"18";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";16;19;0,000726093392797521;7;12;7;12;0,000674896771802572;0,00128612816395063;"intracellular, integral component of plasma membrane, extracellular vesicular exosome"
"19";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";1;1;0,000213495385692184;NA;1;NA;1;NA;0,00059875976832352;"transport vesicle, intracellular membrane-bounded organelle, integral component of membrane, Golgi apparatus, extracellular vesicular exosome, recycling endosome membrane, nucleus, trans-Golgi network membrane"
"20";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";6;13;0,00245462302313299;6;5;7;6;0,00333457060906755;0,0031772897383619;"cytoplasm, extracellular vesicular exosome, Arp2/3 protein complex, actin cytoskeleton"
"21";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";3;3;0,000702399818927286;3;NA;3;NA;0,00177208609510447;NA;"focal adhesion, extracellular vesicular exosome, actin cytoskeleton, neuron projection, cytoplasm, cell leading edge, endosome, synapse, plasma membrane, Golgi apparatus, Arp2/3 protein complex, cytosol"
"22";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;2;0,00078921327969358;2;NA;2;NA;0,00199110797202749;NA;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytosol, lamellipodium"
"23";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";3;3;0,000374946522559049;1;2;1;2;0,000315317810516809;0,000701039017005117;"integral component of membrane, mitochondrion, endoplasmic reticulum membrane, serine C-palmitoyltransferase complex"
"24";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";2;2;0,000702399818927286;NA;2;NA;2;NA;0,00196991963778438;"nucleus, chromosome"
"25";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";7;8;0,0010291572438495;5;3;5;3;0,00162278946438138;0,00108237342735405;"nucleus, cytoplasm"
"26";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";4;4;0,000512700597757143;4;NA;4;NA;0,00129349350007625;NA;"eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex"
"27";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";2;6;0,00090632234700295;2;2;3;3;0,0011432813516803;0,00127091589534476;"membrane, actin cytoskeleton, integral component of plasma membrane, plasma membrane, nuclear membrane"
"28";"O15511";"O15511-1,O15511-2";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";1;1;0,000232582721499101;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, cell projection, cytosol, cytoplasm, Arp2/3 protein complex, actin cytoskeleton"
