"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5837-1.id.csv";"peptide.count.P5837-2.id.csv";"spectra.count.P5837-1.id.csv";"spectra.count.P5837-2.id.csv";"dNSAF.P5837-1.id.csv";"dNSAF.P5837-2.id.csv"
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";74;176;0,00126740300130329;62;70;80;96;0,00116327599183762;0,00137027057612614
"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";58;123;0,000949322868705887;50;49;63;60;0,000993431287795214;0,000906428138183972
"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";57;89;0,000342536672474515;50;35;50;39;0,000388092506962616;0,000297822904356713
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";44;133;0,00282249544389432;44;41;66;67;0,00280738710171007;0,00283892082969338
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";48;150;0,00441874399880586;46;46;77;73;0,00457453013594136;0,00426684495399037
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";53;130;0,000693896694419444;49;50;63;67;0,000678172540913097;0,000709582160841686
"Q6P2Q9";"Q6P2Q9";"Q6P2Q9";"PRP8_HUMAN";"Pre-mRNA-processing-splicing factor 8";"PRPF8";39;66;0,00050542104805185;33;30;35;31;0,000540537238177225;0,000471028843385274
"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-[1-3]";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";37;62;8,44866187324391e-05;31;27;34;28;9,34379588017721e-05;7,57060680672429e-05
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";36;188;0,00586677591818185;36;35;91;97;0,00572705335597545;0,00600606191986419
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";36;88;0,00148728184902466;35;32;46;42;0,00156789372812897;0,00140843340053643
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";35;66;0,000798679686182587;32;28;36;30;0,00087857610900693;0,000720321499562435
"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";36;77;0,00170825207411238;33;31;39;38;0,00174491398775643;0,00167271228982532
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";35;67;0,000866888083393322;29;28;34;33;0,000887187333861688;0,000847185647893475
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";34;122;0,00503169916075647;31;33;62;60;0,00518777534501817;0,00487954560573802
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";32;61;0,00119862882083359;28;23;32;29;0,00126809866362958;0,00113065289364884
"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"O60610-[1-3]";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";30;63;0,000295208227215819;23;26;31;32;0,000292952889977975;0,000297518725719785
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";30;58;0,0011092071388375;28;21;33;25;0,0012727607910694;0,000948639252462147
