"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5830-1.id.csv";"peptide.count.P5830-2.id.csv";"spectra.count.P5830-1.id.csv";"spectra.count.P5830-2.id.csv";"dNSAF.P5830-1.id.csv";"dNSAF.P5830-2.id.csv"
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";55;248;0,0274126223558444;52;53;125;123;0,0347188855887736;0,0336310858636884
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";43;130;0,00334443961214205;39;40;63;67;NA;NA
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";34;116;0,0135828517516728;34;32;57;59;0,0167712212563487;0,0170892049835592
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";28;60;0,00652349430203322;22;24;30;30;0,00826347968182191;0,00800313695293252
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";26;67;0,0101694473547955;26;21;38;29;0,0139043650247314;0,0114965947374333
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";24;45;0,00425247489578538;21;20;24;21;0,00569898281980005;0,00490891390707014
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";26;58;0,00484618558761428;23;24;28;30;0,00587877638323085;0,00620054950012418
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";21;62;0,00752236065551426;17;18;30;32;0,00914619756342232;0,00960393730893255
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";20;36;0,00329973461858756;16;17;18;18;0,00414577643653487;0,00408118135131124
"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";19;62;0,0125392769367159;17;16;30;32;0,015121230473916;0,0161264493881772
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";20;52;0,00684850656919632;18;20;25;27;0,008329238562815;0,00874232935340066
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";19;51;0,010123742010282;18;18;26;25;0,0129688391091604;0,0122757427233721
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";18;40;0,00440687053604469;17;18;20;20;0,00553677860161198;0,00545051039802925
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";18;39;0,00287548302476916;15;17;19;20;0,00352011347248638;0,00364764926637342
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";17;41;0,00527603292294902;14;17;19;22;0,00580888290420184;0,00733784449022295
"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";17;39;0,00516362465521075;17;17;20;19;0,00661575217716166;0,00624505946905391
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";17;30;0,00080160817098304;14;15;15;15;0,00100713804312476;0,000991445887813564
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";17;31;0,00142461145291075;12;16;13;18;NA;NA
"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";16;29;0,00105861997466112;11;15;13;16;0,00119245582668558;0,00144477076491831
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;113;0,0226319111700737;16;16;59;54;0,0296928346170925;0,0267530574551627
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";16;55;0,00697580948037887;16;15;27;28;0,00860503313292115;0,00878469785512237
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";16;24;0,00284265710345545;11;13;11;13;0,00342848007735056;0,00368188488235474
"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";15;32;0,00279197311464366;14;13;18;14;0,00394630474843111;0,00302152481492831
"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";15;32;0,00344627178998551;14;13;18;14;0,00487112094950807;0,00372961891280878
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";15;35;0,00345848473769487;15;13;19;16;0,00471767784972402;0,0039108816876581
"P53396-1,P53396-2";"P53396-1,P53396-2";"P53396-[1,2]";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";15;26;0,000792216031649996;10;13;10;16;NA;NA
"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";14;26;0,000738239399785566;12;12;13;13;0,000927521713689421;0,000913070055463342
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";14;27;0,00226218070130441;11;13;13;14;0,00273693033147865;0,00290153918916067
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";14;27;0,00330575603212513;12;13;13;14;0,0039995142508177;0,00424005945744501
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";13;26;0,000692245913370354;12;12;13;13;NA;NA
"P20701-1,P20701-2,P20701-3";"P20701-1,P20701-2,P20701-3";"P20701-[1-3]";"ITAL_HUMAN";"Integrin alpha-L";"ITGAL";13;27;0,00051611233777908;12;13;12;15;NA;NA
