"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5830.1.id.csv";"peptide.count.P5830.2.id.csv";"spectra.count.P5830.1.id.csv";"spectra.count.P5830.2.id.csv";"dNSAF.P5830.1.id.csv";"dNSAF.P5830.2.id.csv";"Go.Cc";"norm.sc"
"4";4;"O00571";"O00571-1,O00571-2,O15523";"O00571-1,O00571-2,O15523";"DDX3X_HUMAN, DDX3Y_HUMAN, O15523";"ATP-dependent RNA helicase DDX3X, ATP-dependent RNA helicase DDX3Y, ATP-dependent RNA helicase DDX3Y [Homo sapiens] ";"DDX3X, DDX3Y";8;12;0,000440598205408178;6;6;6;6;0,00161334840592426;0,00169740042565899;"mitochondrial outer membrane, extracellular vesicular exosome, cytoplasm, nuclear speck, cytoplasmic stress granule, nucleus";0,00209059233449477
"5";5;"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";4;10;0,000896986683305888;4;4;4;6;0,000901577050369437;0,00133129445149725;"cell surface, cytoplasm, Golgi-associated vesicle, nucleus, extracellular vesicular exosome, plasma membrane, Golgi apparatus, postsynaptic density, integral component of membrane";0,00174216027874564
"7";7;"O14818";"O14818-1";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";4;9;0,00243488481936098;3;4;4;5;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, proteasome core complex, nucleoplasm, cytosol";0,00156794425087108
"8";8;"O14828";"O14828-1,O14828-2";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";3;7;0,000676746725329918;3;3;4;3;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane";0,00121951219512195
"10";10;"O14950";"O14950,P19105";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";3;4;0,000782444360481405;1;3;1;3;0,000491530345245145;0,0014516155243731;"stress fiber, cytosol, Z disc, myosin II complex, extracellular vesicular exosome, apical part of cell";0,000696864111498258
"13";13;"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";16;29;0,00105861997466112;11;15;13;16;0,00119245582668558;0,00144477076491831;"extracellular vesicular exosome, intracellular, integral component of plasma membrane";0,00505226480836237
"14";14;"O15144";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";5;7;0,00156554075792988;3;4;3;4;0,00168594908419085;0,00221290722159987;"plasma membrane, cell leading edge, cytoplasm, synapse, extracellular vesicular exosome, Golgi apparatus, cytosol, endosome, Arp2/3 protein complex, neuron projection, focal adhesion, actin cytoskeleton";0,00121951219512195
"19";19;"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";4;9;0,00129860523699252;2;4;4;5;0,00145027878209965;0,00178460259806441;"plasma membrane, nuclear membrane, membrane, actin cytoskeleton, integral component of plasma membrane";0,00156794425087108
"21";21;"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";5;8;0,00100704846395918;3;5;3;5;0,000948939447011734;0,00155692346735451;"extracellular vesicular exosome, cytosol";0,00139372822299652
"22";22;"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";1;1;0,000125645325676555;1;NA;1;NA;0,00031572080228293;NA;"cytoplasm, extracellular vesicular exosome, proteasome accessory complex, proteasome complex, nucleus, nucleoplasm, cytosol";0,000174216027874564
"26";26;"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";4;6;0,000751223885724545;4;2;4;2;0,00111039456697531;0,00072872905211851;"cytoplasm, neuron projection, extracellular region, ribonucleoprotein complex, extracellular vesicular exosome, perinuclear region of cytoplasm, stress fiber, Z disc, cell-cell junction, cortical cytoskeleton, platelet alpha granule lumen, protein complex, pseudopodium, nucleus";0,00104529616724739
"29";29;"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";3;3;0,000141549797281182;3;NA;3;NA;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, cytoplasm, neuronal cell body, mitochondrial outer membrane, integral component of membrane, peroxisomal membrane";0,000522648083623693
"33";33;"O75131";"O75131";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";1;1;0,000124943396482831;NA;1;NA;1;NA;0,00030906525441339;"cytosol, cytoplasm, extracellular vesicular exosome";0,000174216027874564
"35";35;"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";4;7;0,0010078588570364;4;2;4;3;0,00144716659587197;0,00106846378725316;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix";0,00121951219512195
"42";42;"O94804";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";2;2;0,000138625214692728;2;NA;2;NA;0,000348336587642737;NA;"extracellular vesicular exosome, cytoplasm, plasma membrane";0,000348432055749129
"45";45;"O95232";"O95232-1";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";2;2;0,000310623166255928;2;NA;2;NA;NA;NA;"focal adhesion, plasma membrane, nuclear speck, U1 snRNP, nucleus";0,000348432055749129
"47";47;"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";3;5;0,000649582008607491;2;3;2;3;NA;NA;"cilium, extracellular vesicular exosome, mitochondrion, cytosol";0,000871080139372822
"49";49;"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";1;2;0,000615546824874133;1;1;1;1;0,000773371139537086;0,000761321291834819;"cytosol, cytoplasm, extracellular vesicular exosome";0,000348432055749129
"50";50;"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";10;19;0,00296464528910309;8;9;8;11;0,00313664945895972;0,00424569408795325;"mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, mitochondrial matrix, mitochondrion";0,00331010452961672
"51";51;"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";11;20;0,0032179666144499;8;11;8;12;0,00323443469389131;0,00477605875165441;"extracellular vesicular exosome, cytosol";0,00348432055749129
"52";52;"P00747";"P00747";"P00747";"PLMN_HUMAN";"Plasminogen";"PLG";2;3;0,000248498533004742;1;2;1;2;0,000208141862245784;0,000409797633629606;"platelet alpha granule lumen, cell surface, extracellular vesicular exosome, extrinsic component of external side of plasma membrane, plasma membrane, blood microparticle, extracellular region, extracellular space";0,000522648083623693
"53";53;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";3;6;0,00110900171754183;2;3;3;3;0,00139334635057095;0,00137163670760323;"cell surface, cell junction, external side of plasma membrane, dendrite cytoplasm, lysosome, extracellular space, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, neuronal cell body, cytosol, plasma membrane, membrane";0,00104529616724739
"54";54;"P01889";"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";1;1;0,0018534420969967;0;1;0;1;NA;0,00298008914511033;"early endosome membrane, plasma membrane, Golgi membrane, integral component of plasma membrane, phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, MHC class I protein complex";0,000174216027874564
"55";55;"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";2;7;0,0162783559565572;2;2;3;4;0,0174368706652615;0,0230991137377959;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane";0,00121951219512195
"56";56;"P01903";"P01903,P01906";"P01903,P01906";"DQA2_HUMAN, DRA_HUMAN";"HLA class II histocompatibility antigen, DQ alpha 2 chain, HLA class II histocompatibility antigen, DR alpha chain";"HLA-DQA2, HLA-DRA";1;6;0,000790899063787196;1;1;4;2;0,00132491087166275;0,000652133758821181;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, MHC class II protein complex, lysosome, Golgi membrane, late endosome membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, lysosomal membrane, plasma membrane, endocytic vesicle membrane";0,00104529616724739
"57";57;"P01912";"P01912,Q5Y7A7";"P01912,Q5Y7A7";"2B13_HUMAN, 2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain, HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";3;6;0,000756706059149779;3;3;3;3;0,000950723167776794;0,000935910009135285;"clathrin-coated endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, plasma membrane, Golgi membrane, transport vesicle membrane, MHC class II protein complex, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, lysosomal membrane, endocytic vesicle membrane";0,00104529616724739
"58";58;"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";2;4;0,000903308951494475;2;2;2;2;0,00112449523035328;0,00112682373864342;"cytosol, intermediate filament, keratin filament, nucleus, cell periphery, cytoplasm, extracellular vesicular exosome";0,000696864111498258
"59";59;"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";3;8;0,00146255267381538;2;3;4;4;0,00183754668576659;0,00180891598495903;"blood microparticle, extracellular region, extracellular vesicular exosome, extracellular space";0,00139372822299652
"60";60;"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";10;18;0,00158908272421454;7;9;7;11;0,0015528478407021;0,00240216902344723;"coated pit, extracellular region, cell surface, endosome, blood microparticle, external side of plasma membrane, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, extracellular space, extracellular vesicular exosome, melanosome, integral component of plasma membrane, intracellular membrane-bounded organelle, membrane, plasma membrane";0,00313588850174216
"61";61;"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";9;15;0,00190971358381254;7;7;7;8;0,00223940106059505;0,00251943896197329;"lysosome, Golgi apparatus, peroxisomal membrane, endoplasmic reticulum, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisome, peroxisomal matrix, cytosol";0,00261324041811847
"62";62;"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";19;62;0,0125392769367159;17;16;30;32;0,015121230473916;0,0161264493881772;"extracellular vesicular exosome, actin cytoskeleton, cytosol, extracellular space, extracellular region, platelet alpha granule lumen, I band";0,010801393728223
"63";63;"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, cell surface, ER to Golgi transport vesicle membrane, Golgi membrane";0
"64";64;"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome";0
"65";65;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";17;41;0,00527603292294902;14;17;19;22;0,00580888290420184;0,00733784449022295;"extracellular vesicular exosome, cytoskeleton, plasma membrane, blood microparticle, membrane, extracellular space, keratin filament";0,00714285714285714
"67";67;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;113;0,0226319111700737;16;16;59;54;0,0296928346170925;0,0267530574551627;"perinuclear region of cytoplasm, nucleus, extracellular vesicular exosome, cytosol, microtubule cytoskeleton, plasma membrane, ribonucleoprotein complex, lipid particle, cytoplasm, GAIT complex";0,0196864111498258
"68";68;"P04439";"P04439";"P04439";"1A03_HUMAN";"HLA class I histocompatibility antigen, A-3 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"early endosome membrane, ER to Golgi transport vesicle membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, Golgi membrane, MHC class I protein complex, plasma membrane";0
"69";69;"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";3;7;0,00229103525550714;3;3;3;4;0,00246724256223051;0,00323840081209738;"spindle, proteasome complex, plasma membrane, cytoskeleton, cytoplasm, extracellular space, extracellular vesicular exosome, Z disc, nucleus, cytosol";0,00121951219512195
"72";72;"P04899";"P04899-1,P04899-4";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";6;12;0,00129599234919173;5;6;5;7;NA;NA;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cytoplasm, centrosome, extracellular vesicular exosome, nucleus, membrane raft, midbody, cytosol";0,00209059233449477
"73";73;"P05023";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";18;31;0,00203316981549335;16;14;16;15;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, Golgi apparatus, endoplasmic reticulum, caveola, melanosome, T-tubule, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, plasma membrane, membrane";0,0054006968641115
"74";74;"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";15;32;0,00279197311464366;14;13;18;14;0,00394630474843111;0,00302152481492831;"receptor complex, extracellular vesicular exosome, plasma membrane, integrin complex";0,00557491289198606
"75";75;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;8;0,00180119742043706;5;3;5;3;0,0028287736311927;0,0016708192109395;"mitochondrion, integral component of plasma membrane, mitochondrial nucleoid, mitochondrial inner membrane, MMXD complex";0,00139372822299652
"76";76;"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";3;6;0,00127799245545296;3;2;3;3;0,00160566579446747;0,00158064801542848;"nucleus, polysome, cytosol, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, cytoplasmic stress granule";0,00104529616724739
"78";78;"P05362";"P05362";"P05362";"ICAM1_HUMAN";"Intercellular adhesion molecule 1";"ICAM1";4;6;0,000756706059149779;3;2;4;2;0,00126763089036906;0,00062394000609019;"immunological synapse, extracellular vesicular exosome, external side of plasma membrane, plasma membrane, integral component of plasma membrane, extracellular space";0,00104529616724739
"80";80;"P05388";"P05388,Q8NHW5";"P05388,Q8NHW5";"RLA0_HUMAN, RLA0L_HUMAN";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";3;7;0,000740792156749153;3;3;4;3;0,00106369027393744;0,000785337736372195;"ribonucleoprotein complex, extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleus, cytosol, cytoplasm";0,00121951219512195
"82";82;"P05534";"P05534,P30447";"P05534,P30447";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;0;0;0;0;0;0;0;"MHC class I protein complex, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, phagocytic vesicle membrane, Golgi membrane";0
