"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5830.1.id.csv";"peptide.count.P5830.2.id.csv";"spectra.count.P5830.1.id.csv";"spectra.count.P5830.2.id.csv";"dNSAF.P5830.1.id.csv";"dNSAF.P5830.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"O00148";"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";5;8;0,00125704175946193;3;5;3;5;0,00118450755329568;0,00194341969110059;"nucleus, cytoplasm";0,00139372822299652
"2";2;"O00231";"O00231-1,O00231-2";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";1;1;7,94959761981996e-05;1;NA;1;NA;NA;NA;"proteasome complex, proteasome accessory complex, nucleoplasm, cytosol";0,000174216027874564
"3";3;"O00567";"O00567";"O00567";"NOP56_HUMAN";"Nucleolar protein 56";"NOP56";2;2;0,000225907757277039;2;NA;2;NA;0,000567659624306683;NA;"box C/D snoRNP complex, nucleolus, pre-snoRNP complex, cytoplasm, small nucleolar ribonucleoprotein complex";0,000348432055749129
"6";6;"O14776";"O14776-1,O14776-2";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";1;1;3,05530983202552e-05;1;NA;1;NA;NA;NA;"nucleus";0,000174216027874564
"11";11;"O14979";"O14979-1,O14979-2,O14979-3";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRPDL";3;5;0,000291209218364932;2;3;2;3;NA;NA;"nucleus, spliceosomal complex, cytoplasm";0,000871080139372822
"16";16;"O15347";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";2;2;0,000670946039112804;2;NA;2;NA;0,00168594908419085;NA;"nucleus, chromosome";0,000348432055749129
"17";17;"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";11;26;0,0031949811386324;10;11;13;13;0,00401416448616868;0,0039516200385712;"nucleus, cytoplasm";0,00452961672473868
"18";18;"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";5;8;0,000979483268777817;4;4;4;4;0,00123061976948237;0,00121144555927;"eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex";0,00139372822299652
"20";20;"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";1;1;8,43957281902899e-05;1;NA;1;NA;0,000212069067193817;NA;"U12-type spliceosomal complex, nucleolus, nucleus";0,000174216027874564
"23";23;"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";8;13;0,000831509636096111;8;5;8;5;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm";0,00226480836236934
"24";24;"O43399";"O43399-1,O43399-2,O43399-3,O43399-4,O43399-5";"O43399-1,O43399-2,O43399-3,O43399-4,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";2;2;0,000130280784293748;NA;2;NA;2;NA;NA;"cytoplasm, perinuclear region of cytoplasm";0,000348432055749129
"25";25;"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";3;5;0,000511391798104272;2;3;2;3;NA;NA;"kinetochore, nucleus, condensed chromosome kinetochore, cytosol";0,000871080139372822
"27";27;"O43719";"O43719";"O43719";"HTSF1_HUMAN";"HIV Tat-specific factor 1";"HTATSF1";2;2;0,000177734050096107;2;NA;2;NA;0,000446609028924728;NA;"nucleus";0,000348432055749129
"30";30;"O60506";"O60506-3";"O60506-3";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";9;16;0,00207964676981884;7;9;7;9;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex";0,00278745644599303
"31";31;"O60814";"O60814,P58876,P62807,Q93079,Q99877,Q99880";"O60814,P58876,P62807,Q93079,Q99877,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1N_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-N";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BN";1;1;0,000828328443349141;1;0;1;0;0,00178407310496386;0;"nucleosome, nucleoplasm";0,000174216027874564
"32";32;"O60869";"O60869-1,O60869-2";"O60869-1,O60869-2";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";3;5;0,00113335479579866;NA;3;NA;5;NA;NA;"nucleolus, cytoplasm, intracellular, nucleus";0,000871080139372822
"38";38;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";3;3;9,42339942574164e-05;3;NA;3;NA;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus";0,000522648083623693
"39";39;"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";7;14;0,00293538892111852;7;5;9;5;0,00474173179928676;0,00259325065031235;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, nucleus, cytosol, eukaryotic 48S preinitiation complex";0,0024390243902439
"43";43;"O94903";"O94903";"O94903";"PROSC_HUMAN";"Proline synthase co-transcribed bacterial homolog protein";"PROSC";2;2;0,000487960755718403;2;NA;2;NA;0,00122614478850243;NA;"intracellular, cytoplasm, mitochondrion";0,000348432055749129
"48";48;"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";18;31;0,00372747799507114;14;14;16;15;0,00483426260699885;0,00446150649516104;"cytoplasm, mitochondrion, mitochondrial matrix";0,0054006968641115
"66";66;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";0;0;0;0;0;0;0;0;0;"neuronal cell body, cytosol, internode region of axon, microtubule, cilium, myelin sheath";0
"77";77;"P05204";"P05204";"P05204";"HMGN2_HUMAN";"Non-histone chromosomal protein HMG-17";"HMGN2";3;7;0,00521846919309959;3;3;3;4;0,00561983028063616;0,00737635740533291;"cytoplasm, nucleus, chromatin";0,00121951219512195
"79";79;"P05386";"P05386,P05387";"P05386,P05387";"RLA1_HUMAN, RLA2_HUMAN";"60S acidic ribosomal protein P1, 60S acidic ribosomal protein P2";"RPLP1, RPLP2";1;2;0,000585979073460965;1;1;1;1;0,00073622230750692;0,00072475127344974;"cytosol, cytosolic large ribosomal subunit, cytoplasm";0,000348432055749129
"81";81;"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";1;2;0,000328895117212159;1;1;1;1;0,000413222814752659;0,000406784415735271;"ribonucleoprotein complex, nucleus";0,000348432055749129
"89";89;"P06748";"P06748-1";"P06748-1";"NPM_HUMAN";"Nucleophosmin";"NPM1";14;30;0,00684638815421229;11;11;14;16;NA;NA;"cytosol, nucleus, nucleolus, spindle pole centrosome, centrosome, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00522648083623693
"91";91;"P06899";"P06899,P23527,Q16778";"P06899,P23527,Q16778";"H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BJ, HIST1H2BO, HIST2H2BE";1;2;0,00331331377339656;1;1;1;1;0,00356814620992772;0,00526882671809494;"nucleoplasm, nucleosome";0,000348432055749129
"96";96;"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";6;11;0,000488122118402173;5;5;6;5;0,000669027414361447;0,000548836116468223;"cytoplasm, cytosol, ribonucleoprotein complex, GAIT complex";0,00191637630662021
"101";101;"P07951";"P07951-1,P07951-2,P09493-1,P09493-3,P09493-4,P09493-6,P09493-7,P67936-2";"P07951-1,P07951-2,P09493-1,P09493-3,P09493-4,P09493-6,P09493-7,P67936-2";"TPM1_HUMAN, TPM2_HUMAN, TPM4_HUMAN";"Tropomyosin alpha-1 chain, Tropomyosin alpha-4 chain, Tropomyosin beta chain";"TPM1, TPM2, TPM4";1;1;3,92393101173719e-05;1;0;1;0;NA;NA;"cytosol, muscle thin filament tropomyosin";0,000174216027874564
"108";108;"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";3;5;0,00149099119802845;3;2;3;2;0,00224793211225446;0,00147527148106658;"nucleolus, spliceosomal complex, U2 snRNP, nucleoplasm, catalytic step 2 spliceosome, nucleus";0,000871080139372822
"109";109;"P08621";"P08621-1,P08621-2";"P08621-1,P08621-2";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";8;13;0,000997974657719274;6;7;6;7;NA;NA;"nuclear speck, U1 snRNP, nucleus, spliceosomal complex, nucleoplasm";0,00226480836236934
"112";112;"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";4;4;0,00099399413201897;4;NA;4;NA;0,0024977023469494;NA;"cytosolic small ribosomal subunit, cytosol, ribosome";0,000696864111498258
"115";115;"P09012";"P09012";"P09012";"SNRPA_HUMAN";"U1 small nuclear ribonucleoprotein A";"SNRPA";2;5;0,00118962063672483;2;2;3;2;0,00179356285552218;0,00117707830936164;"nucleolus, spliceosomal complex, nucleoplasm, nucleus, cytoplasm, U1 snRNP";0,000871080139372822
