"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6287-1.id.csv";"peptide.count.P6287-2.id.csv";"spectra.count.P6287-1.id.csv";"spectra.count.P6287-2.id.csv";"dNSAF.P6287-1.id.csv";"dNSAF.P6287-2.id.csv"
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";55;146;0,0160493436423469;50;47;79;67;0,0217463887731164;0,0218991686861502
"P08575-1,P08575-2";"P08575-1,P08575-2";"P08575-[1,2]";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";42;81;0,00207238549159401;33;29;40;41;NA;NA
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";30;60;0,00698698385634695;25;21;31;29;0,00903973750289905;0,0100411832560314
"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-[1-4]";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";27;55;0,0014563147898993;20;24;24;31;NA;NA
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";24;36;0,00382966964937615;16;16;16;20;0,00420804242166183;0,00640460736998587
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";24;44;0,00342183055528786;20;18;23;21;0,00447908491430583;0,00485594237279261
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";25;45;0,00722175323573822;21;19;25;20;0,0101890284682298;0,00937765548595751
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";24;38;0,00325188703669659;18;16;21;17;0,00436970880859616;0,00445480807134565
"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";22;33;0,00208123625928898;20;12;21;12;0,00331651812221429;0,00225028277388931
"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";22;46;0,0073606283167703;20;16;26;20;0,0104180404825706;0,0095155842317142
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";21;35;0,00328929486476615;19;14;20;15;0,00470674201650264;0,00419154784291354
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";25;45;0,00720061465771007;20;20;22;23;0,00881526502371358;0,0109429218664713
"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";19;29;0,00251631362680791;14;15;14;15;0,00304193859844189;0,00386995964690327
"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";19;29;0,00187504377811559;13;14;15;14;0,00242862415095703;0,00269147193530753
"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";17;25;0,00316535558956894;13;11;14;11;0,00443880603833361;0,0041411750351872
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";17;31;0,00409603281321092;15;11;18;13;0,00595565970008948;0,00510732496238838
"P04406-1,P04406-2";"P04406-1,P04406-2";"P04406-[1,2]";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";16;48;0,00478034835783498;15;14;25;23;NA;NA
"P25705-1,P25705-2";"P25705-1,P25705-2";"P25705-[1,2]";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";16;28;0,00168925812223072;16;11;17;11;NA;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";15;28;0,00367779425824247;15;11;17;11;0,00559157245464438;0,00429606150303868
"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";15;22;0,00270343519008931;11;11;11;11;0,0033848669566193;0,00401915146140636
"P78527-1,P78527-2";"P78527-1,P78527-2";"P78527-[1,2]";"PRKDC_HUMAN";"DNA-dependent protein kinase catalytic subunit";"PRKDC";15;22;0,000177805875510961;13;7;14;8;NA;NA
"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";14;22;0,00193153330028749;8;10;10;12;0,00219854396823479;0,00313263049312486
"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"P26599-[1-3]";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";14;22;0,000921509923552099;11;9;12;10;NA;NA
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";14;24;0,00109686075333885;12;10;13;11;NA;NA
