"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5767-3.id.csv";"peptide.count.P5767-4.id.csv";"spectra.count.P5767-3.id.csv";"spectra.count.P5767-4.id.csv";"dNSAF.P5767-3.id.csv";"dNSAF.P5767-4.id.csv";"Go.Cc"
"1";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;2;0,000985132172651727;NA;2;NA;2;NA;0,00229214314725046;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane"
"2";"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";7;9;0,000806930393686403;7;2;7;2;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane"
"3";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";2;2;0,00118708426804533;2;NA;2;NA;0,00292909799024367;NA;"nucleus, chromosome"
"4";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;1;0,000337239848876515;1;NA;1;NA;0,00083213011086468;NA;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"5";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";8;17;0,00433987796919799;7;8;7;10;0,00440939482402273;0,00593985482244475;"integral component of plasma membrane, plasma membrane, actin cytoskeleton, nuclear membrane, membrane"
"6";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";1;1;0,000149318775854759;NA;1;NA;1;NA;0,000347425470746768;"U12-type spliceosomal complex, nucleus, nucleolus"
"7";"O43148";"O43148-1,O43148-2";"MCES_HUMAN";"mRNA cap guanine-N7 methyltransferase";"RNMT";2;2;0,000249387451270028;NA;2;NA;2;NA;NA;"nucleus, nucleoplasm, receptor complex, nucleolus, mRNA cap binding complex"
"8";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";5;7;0,00155902249086629;5;2;5;2;0,00274774670754566;0,00103640994087685;"extracellular vesicular exosome, cytosol"
"9";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";1;1;0,000195458441500329;NA;1;NA;1;NA;0,000454780322574666;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen"
"10";"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";2;2;0,00167194967330328;2;NA;2;NA;0,00412549012710376;NA;"intracellular"
"11";"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";2;2;0,000166959812664604;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, neuronal cell body, mitochondrial outer membrane, peroxisome, peroxisomal membrane, cytoplasm, integral component of membrane, mitochondrial membrane, endoplasmic reticulum membrane, lipid particle"
"12";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";1;1;4,76358052987693e-05;NA;1;NA;1;NA;NA;"histone pre-mRNA 3'end processing complex, membrane, GAIT complex, ribonucleoprotein complex, endoplasmic reticulum, nucleoplasm, CRD-mediated mRNA stability complex, catalytic step 2 spliceosome, nucleus"
