"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5768-3.id.csv";"peptide.count.P5768-4.id.csv";"spectra.count.P5768-3.id.csv";"spectra.count.P5768-4.id.csv";"dNSAF.P5768-3.id.csv";"dNSAF.P5768-4.id.csv";"Go.Cc"
"1";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";4;6;0,00298975369826385;3;3;3;3;0,00359634902368604;0,00355348719592824;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane"
"2";"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";4;7;0,000634908671824158;4;3;4;3;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane"
"3";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";2;2;0,000730020913152571;NA;2;NA;2;NA;0,00173534025170964;"transport vesicle, nucleus, trans-Golgi network membrane, integral component of membrane, recycling endosome membrane, intracellular membrane-bounded organelle, Golgi apparatus, extracellular vesicular exosome"
"4";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;1;0,000341160341515903;1;NA;1;NA;0,000820757684382893;NA;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"5";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";4;11;0,00284080181150447;4;3;7;4;0,00434913319208483;0,00245559975403213;"integral component of plasma membrane, plasma membrane, actin cytoskeleton, nuclear membrane, membrane"
"6";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";3;5;0,00112653321025889;2;3;2;3;0,00108407769194288;0,00160673623680808;"extracellular vesicular exosome, cytosol"
"7";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";1;1;0,00022488471950112;NA;1;NA;1;NA;0,000534575789150254;"proteasome accessory complex, nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, nucleus, cytosol"
"8";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";2;2;0,000438278978881744;NA;2;NA;2;NA;0,00104183748688407;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm"
"9";"O60664";"O60664-1,O60664-3";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";2;2;0,000276701475146539;2;NA;2;NA;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, endosome, lipid particle, Golgi apparatus, endosome membrane"
"10";"O60814";"O60814,P57053,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN, H2BFS_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F, Histone H2B type F-S";"H2BFS, HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";3;3;0,000285924857651424;NA;3;NA;3;NA;0,00084959366489951;"nucleosome, nucleus, nucleoplasm, extracellular space"
"11";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";3;3;0,000295299443148192;NA;3;NA;3;NA;0,000701959355916972;"cytosol"
"12";"O75369";"O75369-1,O75369-2,O75369-3,O75369-6,O75369-7,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";6;6;3,95591655474683e-05;NA;6;NA;6;NA;NA;"stress fiber, Z disc, plasma membrane, cytosol, actin cytoskeleton, integral component of membrane, focal adhesion, extracellular vesicular exosome, cytoplasm, cell cortex"
"13";"O75717";"O75717";"WDHD1_HUMAN";"WD repeat and HMG-box DNA-binding protein 1";"WDHD1";1;1;0,000106367086105933;NA;1;NA;1;NA;0,000252846298854062;"cytoplasm, nucleus, chromosome, centromeric region, nucleoplasm"
"14";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";2;2;0,00233181437307957;2;NA;2;NA;0,00560983893015103;NA;"extracellular vesicular exosome, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrion"
"15";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";2;4;0,000496233224023132;2;2;2;2;0,000596914679551195;0,000589800560756685;"cytoplasm, extracellular vesicular exosome, plasma membrane"
"16";"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;1;0,000162501272278211;1;NA;1;NA;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion"
"17";"O95347";"O95347-1";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";2;2;0,00020064902291328;2;NA;2;NA;NA;NA;"nucleus, condensin complex, extracellular vesicular exosome, cytosol, nuclear chromosome, nucleoplasm, cytoplasm, condensed chromosome"
"18";"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";2;2;0,000195902838847631;NA;2;NA;2;NA;NA;"cytosol, nucleus, mitochondrial intermembrane space, perinuclear region of cytoplasm, mitochondrion, mitochondrial inner membrane"
"19";"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";6;15;0,00299348002194262;6;4;9;6;NA;NA;"extracellular vesicular exosome, cilium, nucleus, cytosol, mitochondrion"
"20";"P00387";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";4;4;0,000531953223537532;4;NA;4;NA;NA;NA;"cytoplasm, mitochondrial outer membrane, endoplasmic reticulum membrane, endoplasmic reticulum, lipid particle, extracellular vesicular exosome, membrane, mitochondrion, hemoglobin complex, mitochondrial inner membrane"
"21";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";21;77;0,0221746040682183;19;21;37;40;0,0256344078690714;0,0273825871852504;"cytosol, extracellular vesicular exosome"
