"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6160-1.id.csv";"peptide.count.P6160-2.id.csv";"spectra.count.P6160-1.id.csv";"spectra.count.P6160-2.id.csv";"dNSAF.P6160-1.id.csv";"dNSAF.P6160-2.id.csv"
"P04406-1,P04406-2";"P04406-1,P04406-2";"P04406-[1,2]";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";4;6;0,0554118361275808;2;4;2;4;NA;NA
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";4;5;0,15546871945343;3;2;3;2;0,150687921177433;0,217950539895404
"P04075-1,P04075-2";"P04075-1,P04075-2";"P04075-[1,2]";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";3;4;0,0339981045837721;2;2;2;2;NA;NA
"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"P61978-[1-3]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";3;5;0,0222737762211898;2;3;2;3;NA;NA
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";2;3;0,0432367199597971;2;1;2;1;0,0413897809721314;0,0673480705577413
"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";2;4;0,0650354132728613;2;2;2;2;0,0600338264550734;0,0976850392774446
"P09651-1,P09651-2,P09651-3,Q32P51";"P09651-1,P09651-2,P09651-3,Q32P51";"P09651-[1-3], Q32P51";"RA1L2_HUMAN, ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1, Heterogeneous nuclear ribonucleoprotein A1-like 2";"HNRNPA1, HNRNPA1L2";2;2;0,00861790394741855;2;NA;2;NA;0,0624727006548108;NA
"P22626-1,P22626-2";"P22626-1,P22626-2";"P22626-[1,2]";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";2;2;0,0175287678023981;2;NA;2;NA;NA;NA
"P68431,P84243,Q16695,Q71DI3";"P68431,P84243,Q16695,Q71DI3";"Q71DI3, P68431, P84243, Q16695";"H31_HUMAN, H31T_HUMAN, H32_HUMAN, H33_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2, Histone H3.3";"H3F3B,H3F3A, HIST1H3A,HIST1H3B,HIST1H3J,HIST1H3E,HIST1H3D,HIST1H3H,HIST1H3F,HIST1H3I,HIST1H3G,HIST1H3C, HIST2H3D,HIST2H3C,HIST2H3A, HIST3H3";2;2;0,0227487317435534;2;NA;2;NA;0,0367486474440064;NA
"Q00839-1,Q00839-2";"Q00839-1,Q00839-2";"Q00839-[1,2]";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";2;4;0,0150003758405976;2;2;2;2;NA;NA
"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-[1-4]";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;4;0,0174300141809761;2;2;2;2;NA;NA
