"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"A8MXY4";"A8MXY4";"A8MXY4";"ZNF99_HUMAN";"Zinc finger protein 99";"ZNF99";2;2;7,2863629834228e-05;2;NA;2;NA;0,000181091863936977;NA;"nucleus";0,000205549845837616
"5";5;"O00148";"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";9;19;0,00167944694339221;8;9;9;10;0,00197716690790208;0,00223998422363866;"nucleus, cytoplasm";0,00195272353545735
"7";7;"O00231";"O00231-1,O00231-2";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";2;4;0,00017887848461673;2;2;2;2;NA;NA;"proteasome accessory complex, cytosol, nucleoplasm";0,000411099691675231
"10";10;"O00303";"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";3;5;0,000528618490954203;3;2;3;2;0,000788282231255076;0,000535839363301798;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex";0,000513874614594039
"11";11;"O00410";"O00410-1,O00410-3";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";4;7;0,000120420930619376;4;3;4;3;NA;NA;"cytoplasm, nuclear pore, nucleolus";0,000719424460431655
"12";12;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;7;0,00326177187381371;3;4;3;4;0,00347428094516126;0,00472332475799363;"mitochondrial respiratory chain complex I, mitochondrial respiratory chain complex IV";0,000719424460431655
"13";13;"O00487";"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";3;4;0,000487011100053292;3;NA;4;NA;0,00121039465186263;NA;"nucleoplasm, cytosol, proteasome regulatory particle, lid subcomplex";0,000411099691675231
"14";14;"O00567";"O00567";"O00567";"NOP56_HUMAN";"Nucleolar protein 56";"NOP56";6;10;0,000635410105288385;4;6;4;6;0,000631687444574775;0,000966134609589606;"pre-snoRNP complex, box C/D snoRNP complex, cytoplasm";0,00102774922918808
"18";18;"O14776";"O14776-1,O14776-2";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";1;1;1,71873225200957e-05;NA;1;NA;1;NA;NA;"nucleus";0,000102774922918808
"21";21;"O14929";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";3;7;0,000630557331214584;3;3;4;3;NA;NA;"nucleoplasm, nuclear matrix, cytoplasm, nucleus";0,000719424460431655
"23";23;"O14979";"O14979-1,O14979-2,O14979-3";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRPDL";6;12;0,000403394643985941;6;6;6;6;NA;NA;"cytoplasm, nucleus, spliceosomal complex";0,00123329907502569
"24";24;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";9;16;0,000563859723684483;7;9;7;9;0,000613108402087282;0,000803759044952697;"Cajal body, annulate lamellae, ribonucleoprotein complex, kinetochore, nuclear envelope, cytosol, nucleoplasm, nucleolus";0,00164439876670093
"26";26;"O15042";"O15042-1,O15042-2,O15042-3";"O15042-1,O15042-2,O15042-3";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";1;1;1,22265501309135e-05;1;NA;1;NA;NA;NA;"nucleus";0,000102774922918808
"35";35;"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";9;23;0,00158992176894687;9;9;11;12;0,00188985611852179;0,00210213904064552;"cytoplasm, nucleus";0,00236382322713258
"36";36;"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";6;13;0,00089537168486075;6;6;6;7;0,00102706845459147;0,00122177241687153;"cytosol, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex";0,0013360739979445
