"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5827-1.id.csv";"peptide.count.P5827-2.id.csv";"spectra.count.P5827-1.id.csv";"spectra.count.P5827-2.id.csv";"dNSAF.P5827-1.id.csv";"dNSAF.P5827-2.id.csv"
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";39;173;0,0171986323126677;37;39;85;88;0,0198999068766222;0,0207931742014444
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";28;60;0,00247990414453781;26;24;31;29;NA;NA
"P05166-1,P05166-2";"P05166-1,P05166-2";"P05166-[1,2]";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";24;58;0,00324672670005352;22;23;28;30;NA;NA
"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";24;45;0,00328000036408831;23;21;24;21;0,00411703661925346;0,00364043335613455
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";23;70;0,00772403069117749;23;20;35;35;0,00896244808730872;0,00931742980453593
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";26;55;0,000990727874658636;24;23;28;27;NA;NA
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";22;71;0,00801645597641173;21;22;36;35;0,00955533922635494;0,00940980653986809
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";20;52;0,00708922668239439;19;19;27;25;0,00848423104090583;0,00828571027012551
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";20;40;0,00174657986060067;17;19;19;21;0,00195373819705528;0,00217940560079112
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";23;57;0,00824850611144829;22;22;28;29;0,00954207412258629;0,00997444532014461
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";19;360;0,0648476427049289;19;17;181;179;0,0767811437687042;0,0766363892981528
"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";19;61;0,00590851426197263;19;18;29;32;0,00661501389385668;0,00736696730790998
"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";18;101;0,0187822821328266;17;17;48;53;0,0211246568601695;0,0233198014926338
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";18;38;0,00245249700425949;17;15;21;17;0,0031917472533036;0,00260773899592495
"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";18;44;0,005328788788053;18;15;24;20;0,00674349535544943;0,0058538615738961
"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-[1,2]";"MCCB_HUMAN";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";18;58;0,00310832271994466;17;18;29;29;NA;NA
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";17;35;0,00297472069919911;16;15;18;17;0,00360275695996643;0,0034341351566054
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";17;34;0,00225462347499738;16;13;19;15;0,00296710570146198;0,00236415897982207
"Q08211-1";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";20;42;0,00199563939820286;19;19;21;21;NA;NA
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";15;28;0,00305540932575966;14;11;15;13;0,00385466763347825;0,0033716697686914
"Q96RQ3";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";15;30;0,00249700693174152;12;15;14;16;0,00274416890284033;0,00316525560884684
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";15;31;0,0047479044662344;14;13;17;14;0,00613159567213689;0,00509634270777212
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";14;29;0,00720158720711459;13;13;15;14;0,00877214486137231;0,00826320587186097
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";14;28;0,00308328714807499;14;12;15;13;0,00388983795860123;0,00340243317898968
"Q99613";"Q99613";"Q99613";"EIF3C_HUMAN";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C,EIF3CL";14;27;0,00178455314672655;12;11;13;14;0,00202345422541622;0,00219929794837044
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";13;30;0,00342217396127145;10;13;12;18;0,00322363886777085;0,00488026768613555
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";13;20;0,000798205478621075;10;9;10;10;0,000939872663718462;0,000948582306718733
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";13;31;0,00307171487634869;12;12;15;16;0,00350021543729634;0,00376816143910338
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";13;35;0,00624867365808096;12;13;16;19;0,0067270412664725;0,00806238831580348
"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";13;25;0,000529336264769766;10;11;12;13;0,000598352617912554;0,000654222239328541
"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";12;24;0,00111063191749239;10;11;11;13;0,00119877010298815;0,00142985688810302
