"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5825-1.id.csv";"peptide.count.P5825-2.id.csv";"spectra.count.P5825-1.id.csv";"spectra.count.P5825-2.id.csv";"dNSAF.P5825-1.id.csv";"dNSAF.P5825-2.id.csv"
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";41;198;0,0308678974524329;40;39;101;97;0,0363690978599205;0,0371649224841376
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";23;44;0,00285187423951701;21;19;22;22;NA;NA
"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";22;94;0,0144385260030538;22;21;47;47;0,0166769640099922;0,017740215138486
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";21;41;0,00571405783831464;19;18;21;20;0,00676004156404157;0,0068503129064487
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";20;83;0,0145832720962472;20;18;44;39;0,0183265998802136;0,0163546495786423
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";21;73;0,0134335523621614;21;18;35;38;0,0152749121994294;0,0167550140205977
"P05166-1,P05166-2";"P05166-1,P05166-2";"P05166-[1,2]";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";18;36;0,0031601979682285;16;16;18;18;NA;NA
"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";18;51;0,00973677551597471;18;16;28;23;0,0124694112424631;0,0106746755245434
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";15;36;0,00616038591274922;15;14;19;17;0,00750979903708777;0,00714947214097082
"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";15;28;0,00293102923651085;12;13;14;14;0,00338500606341019;0,0036017187217202
