"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5744.3.id.csv";"peptide.count.P5744.4.id.csv";"spectra.count.P5744.3.id.csv";"spectra.count.P5744.4.id.csv";"dNSAF.P5744.3.id.csv";"dNSAF.P5744.4.id.csv";"Go.Cc";"norm.sc"
"2";2;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";7;20;0,00394667863950386;6;6;11;9;0,00600564133753206;0,00481245215627232;"nucleus, nucleosome";0,0117027501462844
"5";5;"O76013";"O76013-1,O76013-2";"O76013-1,O76013-2";"KRT36_HUMAN";"Keratin, type I cuticular Ha6";"KRT36";6;12;0,00370788686512455;6;6;6;6;NA;NA;"intermediate filament";0,00702165008777063
"6";6;"O95678";"O95678";"O95678";"K2C75_HUMAN";"Keratin, type II cytoskeletal 75";"KRT75";1;1;0,00173297696940229;0;1;0;1;0;0,00368443747737395;"keratin filament";0,000585137507314219
"9";9;"P01040";"P01040";"P01040";"CYTA_HUMAN";"Cystatin-A";"CSTA";2;4;0,00913374199428037;2;2;2;2;0,00982741309777973;0,00962490431254463;"cornified envelope, cytoplasm, nucleus";0,00234055002925688
"21";21;"P06748";"P06748-1,P06748-2";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";3;3;0,00114171774928505;3;NA;3;NA;NA;NA;"spindle pole centrosome, ribonucleoprotein complex, cytosol, nucleolus, nucleoplasm";0,00175541252194266
"29";29;"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";1;4;0,00208638016210292;1;0;4;0;0,00448066891208594;0;"nucleus, Golgi apparatus, intermediate filament, keratin filament";0,00234055002925688
"32";32;"P0C0S5";"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5,Q71UI9-1,Q71UI9-2";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";1;1;0,00104895318215564;0;1;0;1;0;0,00614088947024332;"nucleosome, nucleus";0,000585137507314219
"37";37;"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";2;2;0,00139838363721183;1;1;1;1;0,00137376445836288;0,00172794785928218;"keratin filament";0,00117027501462844
"46";46;"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";1;1;0,00810051326189571;0;1;0;1;0;0,0149381999058951;"nucleosome, nuclear chromatin";0,000585137507314219
"47";47;"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";1;1;0,00840475789145048;1;0;1;0;0,0203468975404735;0;"nucleus, nucleosome";0,000585137507314219
"50";50;"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament";0
"53";53;"P22626";"P22626-1,P22626-2";"P22626-1,P22626-2";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";2;2;0,000633928268724841;2;NA;2;NA;NA;NA;"nucleoplasm, cytoplasm, nucleolus, catalytic step 2 spliceosome";0,00117027501462844
"56";56;"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";2;4;0,0042422119215141;2;2;2;2;0,0045643909174522;0,00447033470440462;"cytosolic large ribosomal subunit";0,00234055002925688
"59";59;"P31943";"P31943,P55795";"P31943,P55795";"HNRH1_HUMAN, HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H, Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH1, HNRNPH2";1;1;0,000249194519888496;1;NA;1;NA;0,000536239690190653;NA;"cytoplasm, catalytic step 2 spliceosome, nucleoplasm, actin cytoskeleton";0,000585137507314219
"60";60;"P31944";"P31944";"P31944";"CASPE_HUMAN";"Caspase-14";"CASP14";7;12;0,0110963642409852;7;5;7;5;0,0139289367460266;0,00974422130815469;"keratin filament, nucleus, cytoplasm";0,00702165008777063
"61";61;"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;1;0,000512323778008493;1;0;1;0;0,00115189751026498;0;"mitochondrial matrix, zona pellucida receptor complex, blood microparticle, cell body";0,000585137507314219
