"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5828.1.id.csv";"peptide.count.P5828.2.id.csv";"spectra.count.P5828.1.id.csv";"spectra.count.P5828.2.id.csv";"dNSAF.P5828.1.id.csv";"dNSAF.P5828.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-1,A0FGR8-2,A0FGR8-5,A0FGR8-6";"A0FGR8-1,A0FGR8-2,A0FGR8-5,A0FGR8-6";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";2;3;4,88876412900152e-05;NA;2;NA;3;NA;NA;"integral component of plasma membrane";0,000690131124913734
"3";3;"B0I1T2";"B0I1T2-1,B0I1T2-2,B0I1T2-3,B0I1T2-4,O94832";"B0I1T2-1,B0I1T2-2,B0I1T2-3,B0I1T2-4,O94832";"MYO1D_HUMAN, MYO1G_HUMAN";"Unconventional myosin-Id, Unconventional myosin-Ig";"MYO1D, MYO1G";1;1;1,18223756408308e-05;1;NA;1;NA;0,000177297167278908;NA;"plasma membrane, myosin complex, extracellular vesicular exosome";0,000230043708304578
"11";11;"O00560";"O00560-1,O00560-2,O00560-3";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";1;1;6,71521515706249e-05;NA;1;NA;1;NA;NA;"extracellular vesicular exosome, endoplasmic reticulum membrane, melanosome, plasma membrane, blood microparticle, membrane, cytoskeleton, cytoplasm, interleukin-5 receptor complex, cytosol, focal adhesion, adherens junction, nucleus";0,000230043708304578
"13";13;"O00571";"O00571-1,O00571-2";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";7;10;0,000493913928807787;3;5;4;6;NA;NA;"mitochondrial outer membrane, extracellular vesicular exosome, cytoplasm, nuclear speck, cytoplasmic stress granule, nucleus";0,00230043708304578
"14";14;"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";9;18;0,00144466901480547;6;7;8;10;0,00190760374633777;0,00158762361606841;"cell surface, cytoplasm, Golgi-associated vesicle, nucleus, extracellular vesicular exosome, plasma membrane, Golgi apparatus, postsynaptic density, integral component of membrane";0,0041407867494824
"15";15;"O14828";"O14828-1";"O14828-1";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";2;2;0,000346017426536822;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane";0,000460087416609156
"16";16;"O14950";"O14950,P19105";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";1;1;0,000175026307592241;NA;1;NA;1;NA;0,000346222292950195;"stress fiber, cytosol, Z disc, myosin II complex, extracellular vesicular exosome, apical part of cell";0,000230043708304578
"17";17;"O14975";"O14975-1,O14975-2";"O14975-1,O14975-2";"S27A2_HUMAN";"Very long-chain acyl-CoA synthetase";"SLC27A2";1;1;4,84145350839828e-05;1;NA;1;NA;NA;NA;"mitochondrion, endoplasmic reticulum lumen, peroxisomal membrane, endoplasmic reticulum membrane, integral component of peroxisomal membrane, extracellular vesicular exosome, integral component of endoplasmic reticulum membrane";0,000230043708304578
"20";20;"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";1;1;3,26626896105216e-05;1;NA;1;NA;9,70407781733305e-05;NA;"extracellular vesicular exosome, intracellular, integral component of plasma membrane";0,000230043708304578
"23";23;"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";3;6;0,00109484541344934;NA;3;NA;6;NA;0,00216573093887994;"nucleus, Golgi apparatus, recycling endosome membrane, extracellular vesicular exosome, trans-Golgi network membrane, integral component of membrane, transport vesicle, intracellular membrane-bounded organelle";0,00138026224982747
