"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5828.1.id.csv";"peptide.count.P5828.2.id.csv";"spectra.count.P5828.1.id.csv";"spectra.count.P5828.2.id.csv";"dNSAF.P5828.1.id.csv";"dNSAF.P5828.2.id.csv";"Go.Cc";"norm.sc"
"4";4;"O00116";"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";2;2;0,000182474235574889;NA;2;NA;2;NA;0,000360955156479991;"intracellular membrane-bounded organelle, peroxisomal membrane, peroxisomal matrix, mitochondrion, nucleolus, peroxisome";0,000460087416609156
"7";7;"O00264";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";3;10;0,00307866787200711;3;2;6;4;0,00548802923946404;0,00243598454321881;"endoplasmic reticulum, integral component of membrane, nucleolus, endoplasmic reticulum membrane";0,00230043708304578
"8";8;"O00410";"O00410-1,O00410-2,O00410-3";"O00410-1,O00410-2,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";2;2;3,64837578268846e-05;2;NA;2;NA;NA;NA;"cytoplasm, nuclear membrane, nuclear pore, nucleus, Golgi apparatus, intracellular membrane-bounded organelle";0,000460087416609156
"9";9;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";1;3;0,00222348235200513;NA;1;NA;3;NA;0,00439830542525618;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial respiratory chain complex IV, mitochondrial inner membrane";0,000690131124913734
"19";19;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";5;6;0,000336325061647835;NA;5;NA;6;NA;0,000665289896257238;"intracellular membrane-bounded organelle, ribonucleoprotein complex, nucleus, cytosol, nucleoplasm, kinetochore, annulate lamellae, Cajal body, cytoplasm, nucleolus, nuclear envelope, nuclear membrane";0,00138026224982747
"22";22;"O15126";"O15126-1";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;1;0,000177615454154256;1;NA;1;NA;NA;NA;"recycling endosome membrane, integral component of membrane, Golgi apparatus, trans-Golgi network";0,000230043708304578
"24";24;"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";1;1;0,000269210867731563;1;NA;1;NA;0,000799824889159558;NA;"integral component of membrane";0,000230043708304578
"25";25;"O15258";"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";1;1;0,000306296038286422;1;NA;1;NA;0,000910004848380517;NA;"integral component of Golgi membrane, Golgi apparatus";0,000230043708304578
"26";26;"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";2;2;0,0002136442117585;2;NA;2;NA;0,000634736477873955;NA;"endoplasmic reticulum membrane, serine C-palmitoyltransferase complex, mitochondrion, integral component of membrane";0,000460087416609156
"29";29;"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";1;1;0,000411191941809169;NA;1;NA;1;NA;0,000813385249876143;"integral component of membrane, mitochondrial outer membrane";0,000230043708304578
"42";42;"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;2;0,000558456032596638;NA;2;NA;2;NA;0,00110469066494806;"melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, integral component of membrane";0,000460087416609156
"45";45;"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";8;10;0,000460383615829284;6;4;6;4;0,000820679219091632;0,000364276829699132;"intracellular membrane-bounded organelle, nuclear speck, spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex";0,00230043708304578
"47";47;"O75947";"O75947-1";"O75947-1";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";3;4;0,00149152853426431;1;3;1;3;NA;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane";0,000920174833218311
"48";48;"O75964";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";1;1;0,000582854597127559;NA;1;NA;1;NA;0,001152953849339;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,000230043708304578
"53";53;"O94905";"O94905-1";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";2;2;0,000354183029522942;2;NA;2;NA;NA;NA;"endoplasmic reticulum, integral component of membrane, endoplasmic reticulum membrane, protein complex";0,000460087416609156
"55";55;"O95202";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";3;4;0,000324947353202374;2;2;2;2;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of membrane";0,000920174833218311
"58";58;"O95831";"O95831-1,O95831-3";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";7;12;0,000587608712927947;3;6;3;9;NA;NA;"perinuclear region of cytoplasm, nucleus, mitochondrial intermembrane space, cytosol, mitochondrion, mitochondrial inner membrane";0,00276052449965493
"61";61;"P00387";"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";1;1;6,64828610234093e-05;1;NA;1;NA;NA;NA;"cytoplasm, membrane, mitochondrial outer membrane, endoplasmic reticulum membrane, lipid particle, hemoglobin complex, mitochondrial inner membrane, mitochondrion, endoplasmic reticulum";0,000230043708304578
"82";82;"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";2;3;0,000296708518142366;NA;2;NA;3;NA;0,000586923788213757;"oligosaccharyltransferase complex, rough endoplasmic reticulum, integral component of membrane, melanosome, endoplasmic reticulum membrane";0,000690131124913734
"83";83;"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";1;5;0,000237852708019567;NA;1;NA;5;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane";0,00115021854152289
"104";104;"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";1;1;0,000184720072320427;NA;1;NA;1;NA;0,000365397681482821;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane";0,000230043708304578
"125";125;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";1;1;0,00124903001921362;0;1;0;1;0;0,00259027718836396;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane";0,000230043708304578
"127";127;"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";12;22;0,00216871677683259;5;9;7;15;0,00205012586531703;0,0029249814404413;"nonhomologous end joining complex, nuclear telomere cap complex, cytosol, nucleoplasm, membrane, Ku70:Ku80 complex, transcription factor complex, nucleolus, nucleus";0,00506096158270071
"129";129;"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";1;2;0,000710461816617025;NA;1;NA;2;NA;0,00140537569801085;"mitochondrial inner membrane, mitochondrion, nucleus";0,000460087416609156
"137";137;"P13674";"P13674-1,P13674-2,P13674-3";"P13674-1,P13674-2,P13674-3";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";2;4;0,000149897686652032;NA;2;NA;4;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, mitochondrion, intracellular membrane-bounded organelle";0,000920174833218311
"164";164;"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";2;2;0,00111174117600257;2;NA;2;NA;0,00330298056078854;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrion, mitochondrial proton-transporting ATP synthase complex";0,000460087416609156
"170";170;"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";3;3;0,000307341417256682;3;NA;3;NA;0,000913110666975673;NA;"nuclear envelope, nucleoplasm, nuclear membrane, lamin filament, nuclear inner membrane";0,000690131124913734
"175";175;"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";3;3;0,000397576314596945;3;NA;3;NA;0,00118119834624226;NA;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex III";0,000690131124913734
"181";181;"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";8;18;0,00422114227763475;2;8;4;14;0,00278688984816533;0,00649437285447983;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial matrix";0,0041407867494824
"182";182;"P24557";"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";3;3;0,000337902571317853;1;2;1;2;0,000334635929235612;0,000445606928637587;"integral component of membrane, endoplasmic reticulum membrane";0,000690131124913734
